image_path,label
data/flower_images\Tulip\1fa2027acc.jpg,Tulip
data/flower_images\Sunflower\f3ce5a0560.jpg,Sunflower
data/flower_images\Lotus\9a6c52c5e9.jpg,Lotus
data/flower_images\Sunflower\59316f2621.jpg,Sunflower
data/flower_images\Sunflower\f6f6e7d955.jpg,Sunflower
data/flower_images\Tulip\b6e78ba7b6.jpg,Tulip
data/flower_images\Lilly\0da73f3c61.jpg,Lilly
data/flower_images\Sunflower\00a2541081.jpg,Sunflower
data/flower_images\Lilly\375b7e9c9b.jpg,Lilly
data/flower_images\Lilly\ab40a4d943.jpg,Lilly
data/flower_images\Lilly\598e9f0c2d.jpg,Lilly
data/flower_images\Lotus\70a83daf37.jpg,Lotus
data/flower_images\Lilly\f1876cdd9c.jpg,Lilly
data/flower_images\Orchid\d72e945ad7.jpg,Orchid
data/flower_images\Lilly\904ab3c80d.jpg,Lilly
data/flower_images\Sunflower\ead68b8079.jpg,Sunflower
data/flower_images\Lilly\884afa0a46.jpg,Lilly
data/flower_images\Lilly\5d5c28001c.jpg,Lilly
data/flower_images\Lotus\9fa3b4c1de.jpg,Lotus
data/flower_images\Sunflower\8cd4d19b79.jpg,Sunflower
data/flower_images\Sunflower\bafbb24d9d.jpg,Sunflower
data/flower_images\Sunflower\c77bf90a04.jpg,Sunflower
data/flower_images\Lilly\270779aaab.jpg,Lilly
data/flower_images\Tulip\76fe09320b.jpg,Tulip
data/flower_images\Lotus\71cd5e1d24.jpg,Lotus
data/flower_images\Lilly\0dd636f187.jpg,Lilly
data/flower_images\Lotus\5cc60da49c.jpg,Lotus
data/flower_images\Lilly\b99b82ce5f.jpg,Lilly
data/flower_images\Lotus\8a08dd9281.jpg,Lotus
data/flower_images\Orchid\0128bbb04d.jpg,Orchid
data/flower_images\Sunflower\ca2b1a1781.jpg,Sunflower
data/flower_images\Orchid\8a0a5d6a0f.jpg,Orchid
data/flower_images\Lotus\f59ef53e40.jpg,Lotus
data/flower_images\Lilly\fc0ef87b09.jpg,Lilly
data/flower_images\Lilly\1211db22f4.jpg,Lilly
data/flower_images\Lotus\1ab2f6b1a4.jpg,Lotus
data/flower_images\Orchid\6b4ca657c4.jpg,Orchid
data/flower_images\Lilly\1a22da532a.jpg,Lilly
data/flower_images\Lilly\7ac5bb68a2.jpg,Lilly
data/flower_images\Tulip\59bba8bac8.jpg,Tulip
data/flower_images\Tulip\1b1c9e61fb.jpg,Tulip
data/flower_images\Sunflower\b7db975b22.jpg,Sunflower
data/flower_images\Lotus\197529bcd3.jpg,Lotus
data/flower_images\Orchid\bd83836f66.jpg,Orchid
data/flower_images\Orchid\2d8a4247f8.jpg,Orchid
data/flower_images\Lilly\52e21895e6.jpg,Lilly
data/flower_images\Tulip\4007ccfecd.jpg,Tulip
data/flower_images\Sunflower\23fef258b2.jpg,Sunflower
data/flower_images\Sunflower\89516fd717.jpg,Sunflower
data/flower_images\Tulip\ec293cdc83.jpg,Tulip
data/flower_images\Orchid\eaae681ca9.jpg,Orchid
data/flower_images\Lotus\264a0fa012.jpg,Lotus
data/flower_images\Sunflower\9f0b6ef48e.jpg,Sunflower
data/flower_images\Lilly\4d0a669ea1.jpg,Lilly
data/flower_images\Sunflower\c1863768c9.jpg,Sunflower
data/flower_images\Sunflower\958ae5ff5e.jpg,Sunflower
data/flower_images\Lilly\86543db2e9.jpg,Lilly
data/flower_images\Sunflower\9b4043c385.jpg,Sunflower
data/flower_images\Orchid\a65ec2affd.jpg,Orchid
data/flower_images\Tulip\cfb4a1c31d.jpg,Tulip
data/flower_images\Lotus\fa4dc8d78e.jpg,Lotus
data/flower_images\Orchid\ec5aa6d1a7.jpg,Orchid
data/flower_images\Lotus\8a98232051.jpg,Lotus
data/flower_images\Tulip\84aedb214f.jpg,Tulip
data/flower_images\Tulip\2a9010b57e.jpg,Tulip
data/flower_images\Sunflower\5ccca57cc0.jpg,Sunflower
data/flower_images\Sunflower\acc35d1b0a.jpg,Sunflower
data/flower_images\Tulip\0140a28099.jpg,Tulip
data/flower_images\Sunflower\a2deb7d9d3.jpg,Sunflower
data/flower_images\Lilly\9318c50eb0.jpg,Lilly
data/flower_images\Sunflower\42ec47c492.jpg,Sunflower
data/flower_images\Orchid\4ccad8166c.jpg,Orchid
data/flower_images\Sunflower\fd09695f5c.jpg,Sunflower
data/flower_images\Lilly\923f605132.jpg,Lilly
data/flower_images\Orchid\6fb379c9a2.jpg,Orchid
data/flower_images\Lotus\65f332b445.jpg,Lotus
data/flower_images\Tulip\81d6b167e6.jpg,Tulip
data/flower_images\Tulip\eaaebbaf8e.jpg,Tulip
data/flower_images\Tulip\cc82bbc3e3.jpg,Tulip
data/flower_images\Sunflower\3c0f5aa636.jpg,Sunflower
data/flower_images\Tulip\443186e25f.jpg,Tulip
data/flower_images\Sunflower\569f3daaeb.jpg,Sunflower
data/flower_images\Sunflower\37000e4959.jpg,Sunflower
data/flower_images\Orchid\1d8a7c1a76.jpg,Orchid
data/flower_images\Lotus\2cb33f1616.jpg,Lotus
data/flower_images\Tulip\dab259191a.jpg,Tulip
data/flower_images\Sunflower\cdb8f2eb99.jpg,Sunflower
data/flower_images\Lotus\dec4cd77f6.jpg,Lotus
data/flower_images\Orchid\a061593a3e.jpg,Orchid
data/flower_images\Sunflower\d9056c9e6e.jpg,Sunflower
data/flower_images\Tulip\e2e14f8f10.jpg,Tulip
data/flower_images\Sunflower\c7781c8fdc.jpg,Sunflower
data/flower_images\Sunflower\d511c8a2d1.jpg,Sunflower
data/flower_images\Orchid\6e0393a49b.jpg,Orchid
data/flower_images\Lilly\14993f6ce4.jpg,Lilly
data/flower_images\Tulip\e0c0bdf8ec.jpg,Tulip
data/flower_images\Lotus\1ff72522cf.jpg,Lotus
data/flower_images\Tulip\050f0cfc6b.jpg,Tulip
data/flower_images\Sunflower\41eabecc22.jpg,Sunflower
data/flower_images\Sunflower\e375f94dd3.jpg,Sunflower
data/flower_images\Lotus\176fd7b2a4.jpg,Lotus
data/flower_images\Tulip\86d8f7e601.jpg,Tulip
data/flower_images\Lotus\3624472b56.jpg,Lotus
data/flower_images\Sunflower\e87fb4b52d.jpg,Sunflower
data/flower_images\Lotus\6e2db67edf.jpg,Lotus
data/flower_images\Sunflower\0ff26ccdf6.jpg,Sunflower
data/flower_images\Tulip\800652d9a7.jpg,Tulip
data/flower_images\Orchid\1bfbdbdfc5.jpg,Orchid
data/flower_images\Lilly\cc5b61c3d5.jpg,Lilly
data/flower_images\Tulip\c0b4f4df81.jpg,Tulip
data/flower_images\Sunflower\c1c9ede582.jpg,Sunflower
data/flower_images\Lotus\5dafd07f6b.jpg,Lotus
data/flower_images\Orchid\51086f2d68.jpg,Orchid
data/flower_images\Tulip\9105fd1664.jpg,Tulip
data/flower_images\Tulip\c038facc35.jpg,Tulip
data/flower_images\Lotus\063e2b980c.jpg,Lotus
data/flower_images\Sunflower\1d18e544d2.jpg,Sunflower
data/flower_images\Orchid\1d302747d0.jpg,Orchid
data/flower_images\Lotus\0b606f8000.jpg,Lotus
data/flower_images\Lotus\e111d6ca8b.jpg,Lotus
data/flower_images\Lilly\df7e315cfa.jpg,Lilly
data/flower_images\Tulip\4a6e1a233a.jpg,Tulip
data/flower_images\Lotus\30c777ccbd.jpg,Lotus
data/flower_images\Tulip\93c4c184e3.jpg,Tulip
data/flower_images\Tulip\7e3ee56b96.jpg,Tulip
data/flower_images\Sunflower\ae3cf33938.jpg,Sunflower
data/flower_images\Lilly\9e8124b819.jpg,Lilly
data/flower_images\Orchid\c9004d31c5.jpg,Orchid
data/flower_images\Tulip\47c66e7ed3.jpg,Tulip
data/flower_images\Tulip\f823c8be17.jpg,Tulip
data/flower_images\Lilly\3dd82ec064.jpg,Lilly
data/flower_images\Tulip\8dc0dce264.jpg,Tulip
data/flower_images\Lotus\ae6ee955f2.jpg,Lotus
data/flower_images\Lilly\69af070714.jpg,Lilly
data/flower_images\Tulip\3dffdef447.jpg,Tulip
data/flower_images\Orchid\2e2d816ec1.jpg,Orchid
data/flower_images\Lotus\75c90c153a.jpg,Lotus
data/flower_images\Lilly\bccdb4d1a9.jpg,Lilly
data/flower_images\Lilly\05777790e2.jpg,Lilly
data/flower_images\Lotus\327793cdf0.jpg,Lotus
data/flower_images\Lotus\b789656180.jpg,Lotus
data/flower_images\Sunflower\4264bde2f7.jpg,Sunflower
data/flower_images\Lilly\966d4a5772.jpg,Lilly
data/flower_images\Sunflower\38e6b01a53.jpg,Sunflower
data/flower_images\Tulip\647f8d5fd2.jpg,Tulip
data/flower_images\Tulip\bb0426a5e4.jpg,Tulip
data/flower_images\Lotus\82400f7b39.jpg,Lotus
data/flower_images\Lotus\6ac1094972.jpg,Lotus
data/flower_images\Lotus\f4ee87031e.jpg,Lotus
data/flower_images\Lilly\5f1af10817.jpg,Lilly
data/flower_images\Lotus\579a4f0f61.jpg,Lotus
data/flower_images\Lilly\96f16c6a27.jpg,Lilly
data/flower_images\Lilly\3f45ba2590.jpg,Lilly
data/flower_images\Sunflower\653e728b31.jpg,Sunflower
data/flower_images\Orchid\10f76b1df5.jpg,Orchid
data/flower_images\Lilly\ccf77685ce.jpg,Lilly
data/flower_images\Lotus\1701ff270b.jpg,Lotus
data/flower_images\Tulip\5165f25b0f.jpg,Tulip
data/flower_images\Tulip\c56412f11e.jpg,Tulip
data/flower_images\Sunflower\afe117cf6a.jpg,Sunflower
data/flower_images\Sunflower\76b5c98c3b.jpg,Sunflower
data/flower_images\Sunflower\1bfaa602d1.jpg,Sunflower
data/flower_images\Orchid\be5700a857.jpg,Orchid
data/flower_images\Orchid\4bce752bdf.jpg,Orchid
data/flower_images\Tulip\307e113254.jpg,Tulip
data/flower_images\Sunflower\b8905384ca.jpg,Sunflower
data/flower_images\Sunflower\0458afb040.jpg,Sunflower
data/flower_images\Tulip\3f809c8f9a.jpg,Tulip
data/flower_images\Lilly\cbbbb40f8c.jpg,Lilly
data/flower_images\Tulip\2f2996fcd8.jpg,Tulip
data/flower_images\Sunflower\b79e8f703d.jpg,Sunflower
data/flower_images\Lilly\bd51004c82.jpg,Lilly
data/flower_images\Tulip\a5fc3b2735.jpg,Tulip
data/flower_images\Orchid\8d42c07d02.jpg,Orchid
data/flower_images\Lilly\9ce11bd3c1.jpg,Lilly
data/flower_images\Orchid\4c6b5cbf85.jpg,Orchid
data/flower_images\Sunflower\d1caeb24fa.jpg,Sunflower
data/flower_images\Lilly\8e4cb4b693.jpg,Lilly
data/flower_images\Lotus\233c3bcc81.jpg,Lotus
data/flower_images\Lotus\329ee61767.jpg,Lotus
data/flower_images\Lotus\0dfaf0300b.jpg,Lotus
data/flower_images\Lilly\0f402885f5.jpg,Lilly
data/flower_images\Sunflower\a926432b5f.jpg,Sunflower
data/flower_images\Lotus\0c64ddbd36.jpg,Lotus
data/flower_images\Orchid\3103119e0c.jpg,Orchid
data/flower_images\Orchid\af220b133f.jpg,Orchid
data/flower_images\Lilly\86c3f206b3.jpg,Lilly
data/flower_images\Sunflower\2fc0094bda.jpg,Sunflower
data/flower_images\Sunflower\d692ca2843.jpg,Sunflower
data/flower_images\Lilly\719cedd667.jpg,Lilly
data/flower_images\Sunflower\9a40c78d39.jpg,Sunflower
data/flower_images\Lilly\33bec02458.jpg,Lilly
data/flower_images\Lotus\1ccd0de827.jpg,Lotus
data/flower_images\Lilly\bf533cd690.jpg,Lilly
data/flower_images\Lotus\f082024a97.jpg,Lotus
data/flower_images\Sunflower\407d51299b.jpg,Sunflower
data/flower_images\Sunflower\00f0ef4788.jpg,Sunflower
data/flower_images\Lotus\7092f3c6fe.jpg,Lotus
data/flower_images\Tulip\32c1cd79c6.jpg,Tulip
data/flower_images\Sunflower\19aad85e29.jpg,Sunflower
data/flower_images\Orchid\e9dfc30f46.jpg,Orchid
data/flower_images\Lilly\a3581b5b19.jpg,Lilly
data/flower_images\Lotus\0e77d04168.jpg,Lotus
data/flower_images\Sunflower\c11db4f283.jpg,Sunflower
data/flower_images\Tulip\17938c1d59.jpg,Tulip
data/flower_images\Tulip\643c5e1a67.jpg,Tulip
data/flower_images\Lilly\20db89edc0.jpg,Lilly
data/flower_images\Orchid\0c18b0c629.jpg,Orchid
data/flower_images\Tulip\408e08a2de.jpg,Tulip
data/flower_images\Tulip\e31de29088.jpg,Tulip
data/flower_images\Tulip\53d308dbb0.jpg,Tulip
data/flower_images\Tulip\b2d33234cd.jpg,Tulip
data/flower_images\Lilly\2703a19d40.jpg,Lilly
data/flower_images\Orchid\7886d96d15.jpg,Orchid
data/flower_images\Lotus\f1a574574e.jpg,Lotus
data/flower_images\Orchid\7942f0d8b6.jpg,Orchid
data/flower_images\Lilly\3205f4a45d.jpg,Lilly
data/flower_images\Lotus\65fbcf1ba4.jpg,Lotus
data/flower_images\Orchid\47fbad8126.jpg,Orchid
data/flower_images\Lilly\82922fc82b.jpg,Lilly
data/flower_images\Tulip\bd61724b47.jpg,Tulip
data/flower_images\Tulip\0d699f596a.jpg,Tulip
data/flower_images\Sunflower\2287e5ac6c.jpg,Sunflower
data/flower_images\Orchid\aa06408a5b.jpg,Orchid
data/flower_images\Tulip\c74502afb4.jpg,Tulip
data/flower_images\Tulip\dab17f47d7.jpg,Tulip
data/flower_images\Orchid\1fa1995fc8.jpg,Orchid
data/flower_images\Lilly\4289d9d254.jpg,Lilly
data/flower_images\Sunflower\85b739bfc1.jpg,Sunflower
data/flower_images\Sunflower\8eeedcd948.jpg,Sunflower
data/flower_images\Tulip\023854e5a7.jpg,Tulip
data/flower_images\Lotus\82e26f6846.jpg,Lotus
data/flower_images\Lilly\21212d6991.jpg,Lilly
data/flower_images\Tulip\40e7f504ee.jpg,Tulip
data/flower_images\Sunflower\56162c55e1.jpg,Sunflower
data/flower_images\Lotus\df1f039176.jpg,Lotus
data/flower_images\Sunflower\b4f6b6955c.jpg,Sunflower
data/flower_images\Lilly\8e690a61ca.jpg,Lilly
data/flower_images\Lotus\5f89416a37.jpg,Lotus
data/flower_images\Sunflower\2fcb39a444.jpg,Sunflower
data/flower_images\Sunflower\f3c26ccd6b.jpg,Sunflower
data/flower_images\Lotus\104e76bb88.jpg,Lotus
data/flower_images\Lilly\d811a3d5a4.jpg,Lilly
data/flower_images\Sunflower\d2fd6fa4b1.jpg,Sunflower
data/flower_images\Orchid\d9c85f5bec.jpg,Orchid
data/flower_images\Tulip\c6a80ad0f1.jpg,Tulip
data/flower_images\Lilly\c38dab62e6.jpg,Lilly
data/flower_images\Lilly\b5f1cbe360.jpg,Lilly
data/flower_images\Orchid\b485539785.jpg,Orchid
data/flower_images\Orchid\a7abf785fd.jpg,Orchid
data/flower_images\Tulip\e021bf6132.jpg,Tulip
data/flower_images\Lilly\98490e42fb.jpg,Lilly
data/flower_images\Sunflower\d089c64ea2.jpg,Sunflower
data/flower_images\Lotus\3f71e073bf.jpg,Lotus
data/flower_images\Tulip\d7f3079842.jpg,Tulip
data/flower_images\Tulip\d6e25ebc11.jpg,Tulip
data/flower_images\Lilly\52178f21ae.jpg,Lilly
data/flower_images\Lilly\d1157e18dc.jpg,Lilly
data/flower_images\Sunflower\44fc938f74.jpg,Sunflower
data/flower_images\Lilly\490dedccad.jpg,Lilly
data/flower_images\Orchid\a962257c89.jpg,Orchid
data/flower_images\Lilly\8972d03e70.jpg,Lilly
data/flower_images\Sunflower\a73ee57891.jpg,Sunflower
data/flower_images\Tulip\0d1a957338.jpg,Tulip
data/flower_images\Tulip\e4720c3c74.jpg,Tulip
data/flower_images\Orchid\ecb4193bcd.jpg,Orchid
data/flower_images\Lilly\98bbde67e0.jpg,Lilly
data/flower_images\Lilly\e2aa7da3c3.jpg,Lilly
data/flower_images\Lilly\84f72d9c24.jpg,Lilly
data/flower_images\Tulip\9a12918ba2.jpg,Tulip
data/flower_images\Orchid\5a6d888f47.jpg,Orchid
data/flower_images\Sunflower\6f078c353e.jpg,Sunflower
data/flower_images\Tulip\ffcc5248bc.jpg,Tulip
data/flower_images\Tulip\d33f75d989.jpg,Tulip
data/flower_images\Sunflower\e8a478e296.jpg,Sunflower
data/flower_images\Lilly\4e05f37a58.jpg,Lilly
data/flower_images\Orchid\205186d73d.jpg,Orchid
data/flower_images\Orchid\8e54604127.jpg,Orchid
data/flower_images\Tulip\33069bebeb.jpg,Tulip
data/flower_images\Sunflower\4290e62c69.jpg,Sunflower
data/flower_images\Sunflower\bce3769ace.jpg,Sunflower
data/flower_images\Lotus\4365c1e604.jpg,Lotus
data/flower_images\Lotus\91359a9820.jpg,Lotus
data/flower_images\Sunflower\465aa14993.jpg,Sunflower
data/flower_images\Tulip\0b0ca59da0.jpg,Tulip
data/flower_images\Lilly\bdf70a8492.jpg,Lilly
data/flower_images\Lotus\0312374e42.jpg,Lotus
data/flower_images\Orchid\c81ffb6a54.jpg,Orchid
data/flower_images\Orchid\e5a5560c1e.jpg,Orchid
data/flower_images\Lotus\df0df9b967.jpg,Lotus
data/flower_images\Orchid\3d51f25ca4.jpg,Orchid
data/flower_images\Lotus\2c6f4d3ddf.jpg,Lotus
data/flower_images\Lotus\d7150350c5.jpg,Lotus
data/flower_images\Lilly\6072ba60b9.jpg,Lilly
data/flower_images\Sunflower\d650a9b7f5.jpg,Sunflower
data/flower_images\Sunflower\9e7b57d09f.jpg,Sunflower
data/flower_images\Lilly\cb142a46e2.jpg,Lilly
data/flower_images\Lilly\60a9226675.jpg,Lilly
data/flower_images\Lotus\284605b5cd.jpg,Lotus
data/flower_images\Sunflower\cfb93e3bc2.jpg,Sunflower
data/flower_images\Orchid\c676b44a48.jpg,Orchid
data/flower_images\Orchid\401857a952.jpg,Orchid
data/flower_images\Tulip\088724385d.jpg,Tulip
data/flower_images\Orchid\a88f8487d4.jpg,Orchid
data/flower_images\Tulip\028aedf2e6.jpg,Tulip
data/flower_images\Orchid\f3df850da0.jpg,Orchid
data/flower_images\Sunflower\ea5b39aba8.jpg,Sunflower
data/flower_images\Lotus\0ad0cd94c1.jpg,Lotus
data/flower_images\Sunflower\443cff0fbc.jpg,Sunflower
data/flower_images\Lotus\57d2d85ee3.jpg,Lotus
data/flower_images\Orchid\850d14b5e8.jpg,Orchid
data/flower_images\Lotus\bb3e6d1729.jpg,Lotus
data/flower_images\Tulip\ac2ca3f4bf.jpg,Tulip
data/flower_images\Lilly\30837c8454.jpg,Lilly
data/flower_images\Tulip\e4750b169c.jpg,Tulip
data/flower_images\Lotus\e93682f5b7.jpg,Lotus
data/flower_images\Lilly\0dbd885982.jpg,Lilly
data/flower_images\Sunflower\673e62cad8.jpg,Sunflower
data/flower_images\Tulip\aeea771dbc.jpg,Tulip
data/flower_images\Lotus\146f3ff520.jpg,Lotus
data/flower_images\Orchid\d372b2b227.jpg,Orchid
data/flower_images\Lotus\823d624123.jpg,Lotus
data/flower_images\Orchid\4f8d527a61.jpg,Orchid
data/flower_images\Lotus\715de82634.jpg,Lotus
data/flower_images\Orchid\6e6f8fd9c8.jpg,Orchid
data/flower_images\Sunflower\fc7cac7804.jpg,Sunflower
data/flower_images\Sunflower\1a406e7a97.jpg,Sunflower
data/flower_images\Tulip\94360de46c.jpg,Tulip
data/flower_images\Lilly\4b8e33ef6e.jpg,Lilly
data/flower_images\Tulip\e9c8b37718.jpg,Tulip
data/flower_images\Lilly\d464c38a5a.jpg,Lilly
data/flower_images\Lotus\83d19ed388.jpg,Lotus
data/flower_images\Lotus\2b2ce81ee8.jpg,Lotus
data/flower_images\Lotus\9b28b63f04.jpg,Lotus
data/flower_images\Sunflower\76504996c4.jpg,Sunflower
data/flower_images\Sunflower\29b25e35e9.jpg,Sunflower
data/flower_images\Orchid\490e9f872a.jpg,Orchid
data/flower_images\Sunflower\92a7ab4d2b.jpg,Sunflower
data/flower_images\Tulip\ddae397fa5.jpg,Tulip
data/flower_images\Orchid\4e66e9552d.jpg,Orchid
data/flower_images\Lilly\f25e481065.jpg,Lilly
data/flower_images\Tulip\f080401ac6.jpg,Tulip
data/flower_images\Sunflower\0e0149f86d.jpg,Sunflower
data/flower_images\Tulip\8b2812fccd.jpg,Tulip
data/flower_images\Orchid\aec12836e8.jpg,Orchid
data/flower_images\Lotus\7e5429325b.jpg,Lotus
data/flower_images\Lilly\ea14b2ed9b.jpg,Lilly
data/flower_images\Lotus\33f6546e9b.jpg,Lotus
data/flower_images\Sunflower\f72a472194.jpg,Sunflower
data/flower_images\Sunflower\8b8fea309e.jpg,Sunflower
data/flower_images\Tulip\5a48d1dcd3.jpg,Tulip
data/flower_images\Lotus\eb74a7d55f.jpg,Lotus
data/flower_images\Lilly\593b473dbc.jpg,Lilly
data/flower_images\Tulip\e5174fed77.jpg,Tulip
data/flower_images\Sunflower\63aa5e238a.jpg,Sunflower
data/flower_images\Orchid\b67221804b.jpg,Orchid
data/flower_images\Tulip\fbb9622c0a.jpg,Tulip
data/flower_images\Lilly\b57e85cc79.jpg,Lilly
data/flower_images\Orchid\b289bb2feb.jpg,Orchid
data/flower_images\Orchid\b68445f491.jpg,Orchid
data/flower_images\Tulip\8ba75f46ad.jpg,Tulip
data/flower_images\Lilly\4fc228dab4.jpg,Lilly
data/flower_images\Lotus\b1628c02e9.jpg,Lotus
data/flower_images\Lilly\d23143d82e.jpg,Lilly
data/flower_images\Lilly\5d3ed7cc48.jpg,Lilly
data/flower_images\Tulip\7ced012ccf.jpg,Tulip
data/flower_images\Orchid\149dca32b8.jpg,Orchid
data/flower_images\Tulip\08b3c3afff.jpg,Tulip
data/flower_images\Tulip\d8096b2a64.jpg,Tulip
data/flower_images\Tulip\76e59f96c5.jpg,Tulip
data/flower_images\Lotus\c09ee97b36.jpg,Lotus
data/flower_images\Lilly\05bacec652.jpg,Lilly
data/flower_images\Lotus\5334950bee.jpg,Lotus
data/flower_images\Sunflower\90b3701a8d.jpg,Sunflower
data/flower_images\Orchid\8abc8ab4e8.jpg,Orchid
data/flower_images\Lilly\39bdedf204.jpg,Lilly
data/flower_images\Lotus\7cae98d9b8.jpg,Lotus
data/flower_images\Lilly\6f244998c5.jpg,Lilly
data/flower_images\Tulip\2b4e400354.jpg,Tulip
data/flower_images\Orchid\beef07af66.jpg,Orchid
data/flower_images\Sunflower\4a4ac26c27.jpg,Sunflower
data/flower_images\Sunflower\6e13c3aa54.jpg,Sunflower
data/flower_images\Orchid\8b83f02d32.jpg,Orchid
data/flower_images\Tulip\a7b2ae20f3.jpg,Tulip
data/flower_images\Sunflower\b4233b49f8.jpg,Sunflower
data/flower_images\Orchid\c249c2bc27.jpg,Orchid
data/flower_images\Lilly\cbae4d3039.jpg,Lilly
data/flower_images\Orchid\ffe36e3bc0.jpg,Orchid
data/flower_images\Orchid\3d40bf0351.jpg,Orchid
data/flower_images\Tulip\c9ba435008.jpg,Tulip
data/flower_images\Orchid\148028977e.jpg,Orchid
data/flower_images\Lilly\9217213773.jpg,Lilly
data/flower_images\Lilly\359ebd8e74.jpg,Lilly
data/flower_images\Tulip\57000e07e9.jpg,Tulip
data/flower_images\Sunflower\79762ac1f9.jpg,Sunflower
data/flower_images\Orchid\ebb063c629.jpg,Orchid
data/flower_images\Sunflower\15befcdc15.jpg,Sunflower
data/flower_images\Lotus\05266c0057.jpg,Lotus
data/flower_images\Lotus\98bc382f52.jpg,Lotus
data/flower_images\Lotus\0835e79015.jpg,Lotus
data/flower_images\Lotus\ba5381c0cc.jpg,Lotus
data/flower_images\Lotus\497ae4ae19.jpg,Lotus
data/flower_images\Orchid\8229d3e1ce.jpg,Orchid
data/flower_images\Sunflower\59c278213f.jpg,Sunflower
data/flower_images\Lilly\830a50f038.jpg,Lilly
data/flower_images\Lotus\c0e240b83f.jpg,Lotus
data/flower_images\Tulip\a7fc3789c5.jpg,Tulip
data/flower_images\Sunflower\be8b317c74.jpg,Sunflower
data/flower_images\Lilly\a94e513bea.jpg,Lilly
data/flower_images\Tulip\0eacfc1224.jpg,Tulip
data/flower_images\Sunflower\07f4e5bf90.jpg,Sunflower
data/flower_images\Tulip\ed25362cde.jpg,Tulip
data/flower_images\Sunflower\4a1d8306bf.jpg,Sunflower
data/flower_images\Orchid\a74ef9f336.jpg,Orchid
data/flower_images\Tulip\6ecdc3b02b.jpg,Tulip
data/flower_images\Sunflower\30bbfd8459.jpg,Sunflower
data/flower_images\Orchid\21b293b2be.jpg,Orchid
data/flower_images\Sunflower\5fe84c0a30.jpg,Sunflower
data/flower_images\Sunflower\63671ff125.jpg,Sunflower
data/flower_images\Sunflower\7a8fcd6c89.jpg,Sunflower
data/flower_images\Lilly\be2f191d96.jpg,Lilly
data/flower_images\Sunflower\60b15d1026.jpg,Sunflower
data/flower_images\Tulip\6c3f8e1758.jpg,Tulip
data/flower_images\Orchid\8b95bf7a8e.jpg,Orchid
data/flower_images\Tulip\da3b1748fe.jpg,Tulip
data/flower_images\Lilly\e5f1056b16.jpg,Lilly
data/flower_images\Orchid\ae182524d9.jpg,Orchid
data/flower_images\Lilly\382227711b.jpg,Lilly
data/flower_images\Sunflower\5585f34653.jpg,Sunflower
data/flower_images\Tulip\6f753c181b.jpg,Tulip
data/flower_images\Lilly\afabbd4009.jpg,Lilly
data/flower_images\Lotus\8239e843aa.jpg,Lotus
data/flower_images\Orchid\6d50205d59.jpg,Orchid
data/flower_images\Orchid\1ffa0a747e.jpg,Orchid
data/flower_images\Sunflower\d6b81abd3b.jpg,Sunflower
data/flower_images\Orchid\791af6aa39.jpg,Orchid
data/flower_images\Sunflower\a51e2e7a5a.jpg,Sunflower
data/flower_images\Tulip\19ffc5b225.jpg,Tulip
data/flower_images\Tulip\768b758887.jpg,Tulip
data/flower_images\Lilly\342e7142b1.jpg,Lilly
data/flower_images\Tulip\ae28a5f3b9.jpg,Tulip
data/flower_images\Lotus\8d188562ab.jpg,Lotus
data/flower_images\Lotus\55b67481c5.jpg,Lotus
data/flower_images\Lilly\df25d7de42.jpg,Lilly
data/flower_images\Tulip\7c35594c0f.jpg,Tulip
data/flower_images\Sunflower\7dcf19665f.jpg,Sunflower
data/flower_images\Sunflower\e27219a3d2.jpg,Sunflower
data/flower_images\Tulip\fe3e4cd6f2.jpg,Tulip
data/flower_images\Lilly\e0396476de.jpg,Lilly
data/flower_images\Lotus\57e7b1a0e4.jpg,Lotus
data/flower_images\Lilly\1347ba3107.jpg,Lilly
data/flower_images\Tulip\34eb1ed624.jpg,Tulip
data/flower_images\Lotus\d3b0198de3.jpg,Lotus
data/flower_images\Lilly\8ee1e314ec.jpg,Lilly
data/flower_images\Orchid\2d3bfbd189.jpg,Orchid
data/flower_images\Lilly\1a35c09e8d.jpg,Lilly
